 61 3431.956959 6.834E-27 3.131E-02.04500.057 2400.21700.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22F1105        21F2  5     333332403637 7 1 7   135.0  129.0
 61 3431.982153 1.152E-26 3.167E-02.04500.057 2400.23140.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22A1 37        21A2  2     333332403637 7 1 7   225.0  215.0
 61 3432.509197 1.158E-28 1.521E-03.04400.057 2625.77100.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2109        22F1  4     233332403637 7 1 7   141.0  135.0
 61 3433.210688 2.825E-28 4.035E-03.04400.057 2624.62110.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21F2  8        22F1  3     133332453637 7 1 7   129.0  135.0
 61 3433.659128 3.358E-27 4.389E-02.04400.057 2624.62110.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2109        22F1  3     333332403637 7 1 7   141.0  135.0
 61 3433.687706 2.037E-28 2.909E-03.04400.057 2624.52710.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21F1  9        22F2  3     133332453637 7 1 7   129.0  135.0
 61 3433.728616 1.708E-29 4.660E-05.04500.057 2398.48510.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22A1 37        21A2  1     233332403637 7 1 7   225.0  215.0
 61 3434.113685 2.346E-29 4.646E-04.04400.057 2626.67330.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  73        22E   4     233332403637 7 1 7    94.0   90.0
 61 3434.297898 6.211E-27 1.800E-03.04500.059 1780.31200.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  1        18F2  4     134332453638 7 1 7   105.0  111.0
 61 3434.557489 4.256E-27 1.850E-03.03800.059 1780.26920.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17E   1        18E   3     134332453638 7 1 7    70.0   74.0
 61 3434.603482 2.400E-29 3.124E-04.04400.057 2623.67650.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2109        22F1  2     233332403637 7 1 7   141.0  135.0
 61 3435.154335 6.066E-27 1.757E-03.04500.059 1780.12230.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  1        18F1  3     134332453638 7 1 7   105.0  111.0
